
0.000000 0.000000 7.500000
0.025000 0.000000 7.500000
0.050000 0.000000 7.500000
0.075000 0.000000 7.500000
0.100000 0.000000 10.000000
0.125000 0.000000 10.000000
0.150000 0.000000 10.000000
0.175000 0.000000 10.000000
0.200000 0.000000 10.000000
0.225000 0.000000 12.500000
0.250000 0.000000 12.500000
0.275000 0.000000 12.500000
0.300000 0.000000 15.000000

0.000000 0.025000 82.500000
0.025000 0.025000 95.000000
0.050000 0.025000 102.500000
0.075000 0.025000 132.500000
0.100000 0.025000 97.500000
0.125000 0.025000 130.000000
0.150000 0.025000 105.000000
0.175000 0.025000 152.500000
0.200000 0.025000 167.500000
0.225000 0.025000 107.500000
0.250000 0.025000 115.000000
0.275000 0.025000 97.500000
0.300000 0.025000 105.000000

0.000000 0.050000 135.000000
0.025000 0.050000 130.000000
0.050000 0.050000 145.000000
0.075000 0.050000 147.500000
0.100000 0.050000 125.000000
0.125000 0.050000 180.000000
0.150000 0.050000 130.000000
0.175000 0.050000 112.500000
0.200000 0.050000 150.000000
0.225000 0.050000 142.500000
0.250000 0.050000 150.000000
0.275000 0.050000 147.500000
0.300000 0.050000 157.500000

0.000000 0.075000 162.500000
0.025000 0.075000 175.000000
0.050000 0.075000 157.500000
0.075000 0.075000 217.500000
0.100000 0.075000 177.500000
0.125000 0.075000 242.500000
0.150000 0.075000 145.000000
0.175000 0.075000 205.000000
0.200000 0.075000 260.000000
0.225000 0.075000 200.000000
0.250000 0.075000 245.000000
0.275000 0.075000 227.500000
0.300000 0.075000 185.000000

0.000000 0.100000 162.500000
0.025000 0.100000 205.000000
0.050000 0.100000 192.500000
0.075000 0.100000 200.000000
0.100000 0.100000 287.500000
0.125000 0.100000 192.500000
0.150000 0.100000 202.500000
0.175000 0.100000 190.000000
0.200000 0.100000 210.000000
0.225000 0.100000 272.500000
0.250000 0.100000 287.500000
0.275000 0.100000 260.000000
0.300000 0.100000 277.500000

0.000000 0.125000 210.000000
0.025000 0.125000 210.000000
0.050000 0.125000 300.000000
0.075000 0.125000 215.000000
0.100000 0.125000 287.500000
0.125000 0.125000 260.000000
0.150000 0.125000 312.500000
0.175000 0.125000 265.000000
0.200000 0.125000 275.000000
0.225000 0.125000 287.500000
0.250000 0.125000 347.500000
0.275000 0.125000 305.000000
0.300000 0.125000 340.000000

0.000000 0.150000 310.000000
0.025000 0.150000 257.500000
0.050000 0.150000 292.500000
0.075000 0.150000 310.000000
0.100000 0.150000 357.500000
0.125000 0.150000 322.500000
0.150000 0.150000 332.500000
0.175000 0.150000 330.000000
0.200000 0.150000 380.000000
0.225000 0.150000 347.500000
0.250000 0.150000 440.000000
0.275000 0.150000 477.500000
0.300000 0.150000 462.500000

0.000000 0.175000 327.500000
0.025000 0.175000 357.500000
0.050000 0.175000 340.000000
0.075000 0.175000 365.000000
0.100000 0.175000 370.000000
0.125000 0.175000 347.500000
0.150000 0.175000 387.500000
0.175000 0.175000 450.000000
0.200000 0.175000 482.500000
0.225000 0.175000 532.500000
0.250000 0.175000 585.000000
0.275000 0.175000 665.000000
0.300000 0.175000 995.000000

0.000000 0.200000 447.500000
0.025000 0.200000 365.000000
0.050000 0.200000 365.000000
0.075000 0.200000 450.000000
0.100000 0.200000 585.000000
0.125000 0.200000 507.500000
0.150000 0.200000 702.500000
0.175000 0.200000 557.500000
0.200000 0.200000 595.000000
0.225000 0.200000 755.000000
0.250000 0.200000 795.000000

0.000000 0.225000 490.000000
0.025000 0.225000 595.000000
0.050000 0.225000 465.000000
0.075000 0.225000 540.000000
0.100000 0.225000 555.000000
0.125000 0.225000 605.000000
0.150000 0.225000 642.500000
0.175000 0.225000 715.000000
0.200000 0.225000 787.500000
0.225000 0.225000 947.500000

0.000000 0.250000 505.000000
0.025000 0.250000 517.500000
0.050000 0.250000 642.500000
0.075000 0.250000 675.000000
0.100000 0.250000 647.500000
0.125000 0.250000 770.000000
0.150000 0.250000 755.000000
0.175000 0.250000 975.000000
0.200000 0.250000 997.500000

0.000000 0.275000 595.000000
0.025000 0.275000 817.500000
0.050000 0.275000 742.500000
0.075000 0.275000 720.000000
0.100000 0.275000 842.500000
0.125000 0.275000 990.000000
0.150000 0.275000 985.000000

0.000000 0.300000 682.500000
0.025000 0.300000 752.500000
0.050000 0.300000 920.000000
0.075000 0.300000 930.000000
0.100000 0.300000 985.000000
0.125000 0.300000 995.000000
