
0.000000 0.000000 0.051151
0.025000 0.000000 0.053978
0.050000 0.000000 0.057500
0.075000 0.000000 0.060516
0.100000 0.000000 0.063803
0.125000 0.000000 0.067803
0.150000 0.000000 0.070721
0.175000 0.000000 0.074839
0.200000 0.000000 0.077663
0.225000 0.000000 0.081480
0.250000 0.000000 0.086550
0.275000 0.000000 0.090709
0.300000 0.000000 0.093453

0.000000 0.025000 0.052488
0.025000 0.025000 0.055007
0.050000 0.025000 0.058016
0.075000 0.025000 0.062098
0.100000 0.025000 0.063745
0.125000 0.025000 0.068344
0.150000 0.025000 0.072321
0.175000 0.025000 0.075398
0.200000 0.025000 0.079819
0.225000 0.025000 0.082526
0.250000 0.025000 0.088527
0.275000 0.025000 0.092194
0.300000 0.025000 0.096390

0.000000 0.050000 0.052424
0.025000 0.050000 0.056294
0.050000 0.050000 0.058560
0.075000 0.050000 0.062852
0.100000 0.050000 0.065381
0.125000 0.050000 0.070082
0.150000 0.050000 0.073478
0.175000 0.050000 0.078172
0.200000 0.050000 0.080920
0.225000 0.050000 0.086534
0.250000 0.050000 0.091704
0.275000 0.050000 0.097218
0.300000 0.050000 0.100569

0.000000 0.075000 0.053511
0.025000 0.075000 0.056457
0.050000 0.075000 0.059598
0.075000 0.075000 0.063425
0.100000 0.075000 0.067369
0.125000 0.075000 0.071645
0.150000 0.075000 0.077654
0.175000 0.075000 0.081051
0.200000 0.075000 0.084191
0.225000 0.075000 0.090908
0.250000 0.075000 0.096141
0.275000 0.075000 0.100504
0.300000 0.075000 0.105785

0.000000 0.100000 0.054618
0.025000 0.100000 0.056543
0.050000 0.100000 0.061603
0.075000 0.100000 0.064396
0.100000 0.100000 0.069133
0.125000 0.100000 0.075264
0.150000 0.100000 0.079288
0.175000 0.100000 0.083510
0.200000 0.100000 0.091056
0.225000 0.100000 0.095196
0.250000 0.100000 0.101137
0.275000 0.100000 0.111393
0.300000 0.100000 0.115520

0.000000 0.125000 0.053398
0.025000 0.125000 0.058857
0.050000 0.125000 0.061852
0.075000 0.125000 0.066479
0.100000 0.125000 0.069469
0.125000 0.125000 0.076235
0.150000 0.125000 0.081608
0.175000 0.125000 0.088917
0.200000 0.125000 0.097256
0.225000 0.125000 0.102298
0.250000 0.125000 0.110351
0.275000 0.125000 0.119085
0.300000 0.125000 0.129448

0.000000 0.150000 0.054793
0.025000 0.150000 0.058965
0.050000 0.150000 0.063558
0.075000 0.150000 0.068816
0.100000 0.150000 0.073422
0.125000 0.150000 0.078344
0.150000 0.150000 0.085598
0.175000 0.150000 0.092380
0.200000 0.150000 0.099204
0.225000 0.150000 0.108862
0.250000 0.150000 0.119932
0.275000 0.150000 0.130547
0.300000 0.150000 0.147474

0.000000 0.175000 0.056281
0.025000 0.175000 0.059595
0.050000 0.175000 0.064385
0.075000 0.175000 0.069967
0.100000 0.175000 0.074018
0.125000 0.175000 0.081621
0.150000 0.175000 0.087786
0.175000 0.175000 0.097163
0.200000 0.175000 0.107774
0.225000 0.175000 0.120407
0.250000 0.175000 0.134475
0.275000 0.175000 0.148293
0.300000 0.175000 0.196859

0.000000 0.200000 0.057126
0.025000 0.200000 0.063077
0.050000 0.200000 0.066170
0.075000 0.200000 0.070818
0.100000 0.200000 0.077012
0.125000 0.200000 0.085953
0.150000 0.200000 0.093431
0.175000 0.200000 0.105169
0.200000 0.200000 0.118117
0.225000 0.200000 0.127491
0.250000 0.200000 0.155876

0.000000 0.225000 0.058687
0.025000 0.225000 0.064351
0.050000 0.225000 0.067655
0.075000 0.225000 0.073074
0.100000 0.225000 0.080973
0.125000 0.225000 0.088791
0.150000 0.225000 0.098834
0.175000 0.225000 0.110569
0.200000 0.225000 0.125418
0.225000 0.225000 0.148515

0.000000 0.250000 0.061952
0.025000 0.250000 0.065832
0.050000 0.250000 0.070137
0.075000 0.250000 0.077989
0.100000 0.250000 0.084757
0.125000 0.250000 0.095059
0.150000 0.250000 0.105813
0.175000 0.250000 0.126054
0.200000 0.250000 0.140431

0.000000 0.275000 0.064924
0.025000 0.275000 0.070544
0.050000 0.275000 0.074746
0.075000 0.275000 0.081789
0.100000 0.275000 0.086315
0.125000 0.275000 0.100981
0.150000 0.275000 0.116233

0.000000 0.300000 0.067095
0.025000 0.300000 0.072668
0.050000 0.300000 0.077745
0.075000 0.300000 0.086595
0.100000 0.300000 0.095306
0.125000 0.300000 0.107599
