"11197","33.148039","83.218.160.157","130.126.143.48","TCP","etlservicemgr > 38966 [PSH, ACK] Seq=2345 Ack=4689 Win=33304 Len=586 TSV=1641121737 TSER=2235903"
"11198","33.149119","130.126.143.48","83.218.160.157","TCP","38966 > etlservicemgr [PSH, ACK] Seq=4689 Ack=2931 Win=501 [TCP CHECKSUM INCORRECT] Len=586 TSV=2237165 TSER=1641121737"
"11207","33.379563","83.218.160.157","130.126.143.48","TCP","etlservicemgr > 38966 [ACK] Seq=2931 Ack=5275 Win=33011 Len=0 TSV=1641122112 TSER=2237165"
"11264","36.141549","83.218.160.157","130.126.143.48","TCP","etlservicemgr > 38966 [PSH, ACK] Seq=2931 Ack=5275 Win=33304 Len=586 TSV=1641124735 TSER=2237165"
"11266","36.179894","130.126.143.48","83.218.160.157","TCP","38966 > etlservicemgr [ACK] Seq=5275 Ack=3517 Win=501 Len=0 TSV=2237923 TSER=1641124735"
"11278","36.679504","HewlettP_03:f4:c8","LLDP_Multicast","LLDP","Chassis Id = 00:0e:7f:03:f4:00 Port Id = 56 TTL = 120 "
"11411","36.955702","66.35.1.171","130.126.143.48","TLSv1","Application Data, Application Data"
"11431","36.991893","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=2345 Ack=1759 Win=598 Len=0 TSV=2238126 TSER=329612885"
"12626","39.254538","65422.241","0.255","NBP","Op: lookup  Count: 1"
"13155","40.254645","65422.241","0.255","NBP","Op: lookup  Count: 1"
"14676","43.158351","130.126.143.48","83.218.160.157","TCP","38966 > etlservicemgr [PSH, ACK] Seq=5275 Ack=3517 Win=501 [TCP CHECKSUM INCORRECT] Len=586 TSV=2239667 TSER=1641124735"
"14677","43.158398","130.126.143.48","66.35.1.171","TLSv1","Application Data, Application Data"
"14710","43.219328","66.35.1.171","130.126.143.48","TCP","https > 46360 [ACK] Seq=1759 Ack=2931 Win=501 Len=0 TSV=329614451 TSER=2239667"
"14711","43.219370","130.126.143.48","66.35.1.171","TLSv1","Application Data, Application Data"
"14734","43.262100","Hewlett-_39:66:80","HP_00:00:67","HP","HP Switch Protocol"
"14743","43.279687","66.35.1.171","130.126.143.48","TCP","https > 46360 [ACK] Seq=1759 Ack=3517 Win=501 Len=0 TSV=329614467 TSER=2239682"
"14800","43.386789","83.218.160.157","130.126.143.48","TCP","etlservicemgr > 38966 [ACK] Seq=3517 Ack=5861 Win=33011 Len=0 TSV=1641132120 TSER=2239667"
"14863","43.966468","66.35.1.171","130.126.143.48","TLSv1","Application Data, Application Data"
"14864","43.966519","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=3517 Ack=2345 Win=598 Len=0 TSV=2239869 TSER=329614638"
"14865","43.967672","130.126.143.48","66.35.1.171","TLSv1","Application Data, Application Data"
"14867","44.027882","66.35.1.171","130.126.143.48","TCP","https > 46360 [ACK] Seq=2345 Ack=4103 Win=501 Len=0 TSV=329614654 TSER=2239869"
"14892","44.928985","66.35.1.171","130.126.143.48","TLSv1","Application Data, Application Data"
"14893","44.930872","130.126.143.48","66.35.1.171","TLSv1","Application Data, Application Data"
"14896","45.191892","130.126.143.48","66.35.1.171","TLSv1","[TCP Retransmission] Application Data, Application Data"
"14897","45.211920","66.35.1.171","130.126.143.48","TLSv1","[TCP Retransmission] Application Data, Application Data"
"14898","45.211952","130.126.143.48","66.35.1.171","TCP","[TCP Dup ACK 14896#1] 46360 > https [ACK] Seq=4689 Ack=2931 Win=598 Len=0 TSV=2240181 TSER=329614950 SLE=2345 SRE=2931"
"14900","45.252029","66.35.1.171","130.126.143.48","TCP","https > 46360 [ACK] Seq=2931 Ack=4689 Win=501 Len=0 TSV=329614960 TSER=2240176"
"14963","46.962216","Ge_01:21:2a","DEC-MAP-(or-OSI?)-Intermediate-System-Hello?","ESIS","ES HELLO"
"14965","47.000399","66.35.1.171","130.126.143.48","TLSv1","Application Data, Application Data"
"14966","47.000433","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=4689 Ack=3517 Win=598 Len=0 TSV=2240628 TSER=329615397"
"14968","47.029738","49000000.0000000000000000000000.0000.0000[00]","49.0001","CLNP","DT NPDU "
"14970","47.096627","83.218.160.157","130.126.143.48","TCP","etlservicemgr > 38966 [PSH, ACK] Seq=3517 Ack=5861 Win=33304 Len=586 TSV=1641135764 TSER=2239667"
"14971","47.096677","130.126.143.48","83.218.160.157","TCP","38966 > etlservicemgr [ACK] Seq=5861 Ack=4103 Win=501 Len=0 TSV=2240652 TSER=1641135764"
"14992","48.018493","66.35.1.171","130.126.143.48","TLSv1","Application Data, Application Data"
"14993","48.018532","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=4689 Ack=4103 Win=598 Len=0 TSV=2240882 TSER=329615651"
"14994","48.018897","130.126.143.48","66.35.1.171","TLSv1","Application Data, Application Data"
"14995","48.079206","66.35.1.171","130.126.143.48","TCP","https > 46360 [ACK] Seq=4103 Ack=5275 Win=501 Len=0 TSV=329615667 TSER=2240882"
"15304","48.665422","93.182.152.117","130.126.143.48","TCP","9003 > 52266 [PSH, ACK] Seq=1 Ack=1 Win=201 Len=586 TSV=281530530 TSER=2226090"
"15305","48.665463","130.126.143.48","93.182.152.117","TCP","52266 > 9003 [ACK] Seq=1 Ack=587 Win=501 Len=0 TSV=2241044 TSER=281530530"
"16001","49.913735","65422.241","0.255","NBP","Op: lookup  Count: 1"
"16529","50.913846","65422.241","0.255","NBP","Op: lookup  Count: 1"
"16625","51.076147","66.35.1.171","130.126.143.48","TLSv1","Application Data, Application Data"
"16645","51.115891","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=5275 Ack=4689 Win=598 Len=0 TSV=2241657 TSER=329616416"
"16661","51.147193","66.35.1.171","130.126.143.48","TLSv1","Application Data, "
"16662","51.147226","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=5275 Ack=6137 Win=598 Len=0 TSV=2241664 TSER=329616433"
"16663","51.147309","66.35.1.171","130.126.143.48","TCP","[TCP segment of a reassembled PDU]"
"16664","51.147319","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=5275 Ack=7585 Win=588 Len=0 TSV=2241664 TSER=329616433"
"16684","51.178334","66.35.1.171","130.126.143.48","TLSv1","Application Data"
"16685","51.178345","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=5275 Ack=9033 Win=598 Len=0 TSV=2241672 TSER=329616441"
"16686","51.178372","66.35.1.171","130.126.143.48","TLSv1","Application Data"
"16687","51.178382","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=5275 Ack=9445 Win=595 Len=0 TSV=2241672 TSER=329616441"
"16708","51.213435","130.126.143.48","66.35.1.171","TLSv1","Application Data, Application Data"
"16738","51.273651","66.35.1.171","130.126.143.48","TCP","https > 46360 [ACK] Seq=9445 Ack=5861 Win=501 Len=0 TSV=329616465 TSER=2241681"
"16739","51.273697","130.126.143.48","66.35.1.171","TLSv1","Application Data, Application Data"
"16775","51.334501","66.35.1.171","130.126.143.48","TCP","https > 46360 [ACK] Seq=9445 Ack=6447 Win=497 Len=0 TSV=329616480 TSER=2241696"
"16800","51.376226","130.126.143.48","66.35.1.171","TLSv1","Application Data, Application Data"
"16835","51.436740","66.35.1.171","130.126.143.48","TCP","https > 46360 [ACK] Seq=9445 Ack=7033 Win=501 Len=0 TSV=329616506 TSER=2241722"
"17180","52.103553","Procurve_ae:9b:40","HP_00:00:67","HP","HP Switch Protocol"
"17317","52.362115","Hewlett-_39:66:80","HP_f5:85:2a","LLC","U, func=TEST; DSAP NULL LSAP Individual, SSAP IBM Net Management Command"
"18642","55.148968","66.35.1.171","130.126.143.48","TLSv1","Application Data, Application Data"
"18643","55.149395","130.126.143.48","66.35.1.171","TLSv1","Application Data, Application Data"
"18645","55.204140","66.35.1.171","130.126.143.48","TLSv1","Application Data, "
"18646","55.204285","66.35.1.171","130.126.143.48","TCP","[TCP segment of a reassembled PDU]"
"18647","55.204312","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=7619 Ack=12927 Win=588 Len=0 TSV=2242679 TSER=329617447"
"18648","55.212026","66.35.1.171","130.126.143.48","TLSv1","Application Data"
"18649","55.212040","130.126.143.48","66.35.1.171","TLSv1","Application Data, Application Data"
"18650","55.212169","66.35.1.171","130.126.143.48","TCP","[TCP segment of a reassembled PDU]"
"18652","55.251895","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=8205 Ack=15823 Win=598 Len=0 TSV=2242691 TSER=329617449"
"18653","55.266001","66.35.1.171","130.126.143.48","TCP","[TCP segment of a reassembled PDU]"
"18654","55.266050","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=8205 Ack=17271 Win=598 Len=0 TSV=2242694 TSER=329617463"
"18655","55.266116","66.35.1.171","130.126.143.48","TLSv1","Application Data"
"18656","55.266128","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=8205 Ack=18719 Win=598 Len=0 TSV=2242694 TSER=329617463"
"18657","55.266225","66.35.1.171","130.126.143.48","TLSv1","Application Data"
"18658","55.266239","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=8205 Ack=20055 Win=588 Len=0 TSV=2242694 TSER=329617463"
"18659","55.311275","66.35.1.171","130.126.143.48","TCP","https > 46360 [ACK] Seq=20055 Ack=8205 Win=501 Len=0 TSV=329617475 TSER=2242681"
"18683","56.397987","66.35.1.171","130.126.143.48","TLSv1","Application Data, Application Data"
"18684","56.398033","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=8205 Ack=20641 Win=598 Len=0 TSV=2242977 TSER=329617746"
"18704","57.185730","66.35.1.171","130.126.143.48","TLSv1","Application Data, Application Data"
"18705","57.185784","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=8205 Ack=21227 Win=598 Len=0 TSV=2243174 TSER=329617943"
"18707","57.266679","65422.241","0.255","NBP","Op: lookup  Count: 1"
"18710","57.283274","66.35.1.171","130.126.143.48","TLSv1","Application Data, "
"18711","57.283344","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=8205 Ack=22675 Win=598 Len=0 TSV=2243198 TSER=329617967"
"18712","57.283414","66.35.1.171","130.126.143.48","TCP","[TCP segment of a reassembled PDU]"
"18713","57.283425","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=8205 Ack=24123 Win=588 Len=0 TSV=2243198 TSER=329617967"
"18714","57.283519","66.35.1.171","130.126.143.48","TLSv1","Application Data"
"18715","57.283529","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=8205 Ack=25381 Win=598 Len=0 TSV=2243198 TSER=329617967"
"18716","57.283733","66.35.1.171","130.126.143.48","TLSv1","Application Data, "
"18717","57.283744","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=8205 Ack=26829 Win=598 Len=0 TSV=2243198 TSER=329617967"
"18718","57.344500","66.35.1.171","130.126.143.48","TCP","[TCP segment of a reassembled PDU]"
"18719","57.344546","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=8205 Ack=28277 Win=598 Len=0 TSV=2243214 TSER=329617983"
"18720","57.344557","66.35.1.171","130.126.143.48","TLSv1","Application Data"
"18721","57.344566","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=8205 Ack=29129 Win=592 Len=0 TSV=2243214 TSER=329617983"
"18727","57.405322","66.35.1.171","130.126.143.48","TLSv1","Application Data, Application Data"
"18728","57.405375","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=8205 Ack=30227 Win=598 Len=0 TSV=2243229 TSER=329617998"
"18731","57.453064","66.35.1.171","130.126.143.48","TLSv1","Application Data, Application Data, Application Data, "
"18732","57.453116","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=8205 Ack=31675 Win=598 Len=0 TSV=2243241 TSER=329618010"
"18733","57.467652","66.35.1.171","130.126.143.48","TLSv1","Application Data"
"18734","57.467706","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=8205 Ack=32935 Win=598 Len=0 TSV=2243244 TSER=329618013"
"18742","58.206066","66.35.1.171","130.126.143.48","TLSv1","Application Data, Application Data"
"18743","58.206098","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=8205 Ack=33521 Win=598 Len=0 TSV=2243429 TSER=329618198"
"18749","58.261062","66.35.1.171","130.126.143.48","TLSv1","Application Data, "
"18750","58.261093","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=8205 Ack=34969 Win=598 Len=0 TSV=2243443 TSER=329618212"
"18753","58.266792","65422.241","0.255","NBP","Op: lookup  Count: 1"
"18754","58.266927","66.35.1.171","130.126.143.48","TLSv1","Application Data"
"18755","58.266963","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=8205 Ack=35131 Win=598 Len=0 TSV=2243444 TSER=329618213"
"18760","58.284340","130.126.143.48","66.35.1.171","TLSv1","Application Data, Application Data"
"18764","58.345429","66.35.1.171","130.126.143.48","TCP","https > 46360 [ACK] Seq=35131 Ack=8791 Win=501 Len=0 TSV=329618233 TSER=2243449"
"18765","58.345483","130.126.143.48","66.35.1.171","TLSv1","Application Data, Application Data, Application Data, Application Data"
"18771","58.406127","66.35.1.171","130.126.143.48","TCP","https > 46360 [ACK] Seq=35131 Ack=9963 Win=501 Len=0 TSV=329618248 TSER=2243464"
"19321","61.338528","66.35.1.171","130.126.143.48","TLSv1","Application Data, Application Data"
"19342","61.375898","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=9963 Ack=35717 Win=598 Len=0 TSV=2244222 TSER=329618981"
"19352","61.389273","66.35.1.171","130.126.143.48","TLSv1","Application Data, "
"19353","61.389291","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=9963 Ack=37165 Win=598 Len=0 TSV=2244225 TSER=329618994"
"19378","61.436788","66.35.1.171","130.126.143.48","TLSv1","Application Data"
"19379","61.436824","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=9963 Ack=38351 Win=598 Len=0 TSV=2244237 TSER=329619006"
"19410","61.497437","66.35.1.171","130.126.143.48","TLSv1","Application Data, Application Data, Application Data, Application Data"
"19411","61.497474","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=9963 Ack=39523 Win=598 Len=0 TSV=2244252 TSER=329619021"
"19442","61.558542","66.35.1.171","130.126.143.48","TLSv1","Application Data, Application Data"
"19443","61.558578","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=9963 Ack=40109 Win=598 Len=0 TSV=2244267 TSER=329619036"
"19444","61.558960","130.126.143.48","66.35.1.171","TLSv1","Application Data, Application Data"
"19478","61.619930","66.35.1.171","130.126.143.48","TCP","https > 46360 [ACK] Seq=40109 Ack=10549 Win=501 Len=0 TSV=329619052 TSER=2244267"
"19479","61.619972","130.126.143.48","66.35.1.171","TLSv1","Application Data, Application Data"
"19508","61.680193","66.35.1.171","130.126.143.48","TCP","https > 46360 [ACK] Seq=40109 Ack=11135 Win=497 Len=0 TSV=329619067 TSER=2244283"
"20210","63.021427","130.126.143.48","83.218.160.157","TCP","38966 > etlservicemgr [PSH, ACK] Seq=5861 Ack=4103 Win=501 [TCP CHECKSUM INCORRECT] Len=586 TSV=2244633 TSER=1641135764"
"20332","63.253362","83.218.160.157","130.126.143.48","TCP","etlservicemgr > 38966 [ACK] Seq=4103 Ack=6447 Win=33011 Len=0 TSV=1641151984 TSER=2244633"
"21449","65.402077","66.35.1.171","130.126.143.48","TLSv1","Application Data, Application Data"
"21452","65.406668","130.126.143.48","66.35.1.171","TLSv1","Application Data, Application Data"
"21453","65.407283","130.126.143.48","66.35.1.171","TLSv1","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, [Unreassembled Packet [incorrect TCP checksum]] "
"21484","65.467187","66.35.1.171","130.126.143.48","TCP","https > 46360 [ACK] Seq=40695 Ack=11721 Win=501 Len=0 TSV=329620013 TSER=2245229"
"21485","65.467208","130.126.143.48","66.35.1.171","TLSv1","Ignored Unknown Record"
"21488","65.468237","66.35.1.171","130.126.143.48","TCP","https > 46360 [ACK] Seq=40695 Ack=13169 Win=492 Len=0 TSV=329620014 TSER=2245229"
"21517","65.527240","66.35.1.171","130.126.143.48","TCP","https > 46360 [ACK] Seq=40695 Ack=13479 Win=492 Len=0 TSV=329620029 TSER=2245244"
"21890","66.244107","130.126.143.48","83.218.160.157","TCP","38966 > etlservicemgr [PSH, ACK] Seq=6447 Ack=4103 Win=501 [TCP CHECKSUM INCORRECT] Len=1098 TSV=2245439 TSER=1641151984"
"22013","66.473907","83.218.160.157","130.126.143.48","TCP","etlservicemgr > 38966 [ACK] Seq=4103 Ack=7545 Win=32755 Len=0 TSV=1641155208 TSER=2245439"
"22121","66.680185","HewlettP_03:f4:c8","LLDP_Multicast","LLDP","Chassis Id = 00:0e:7f:03:f4:00 Port Id = 56 TTL = 120 "
"22396","68.799064","66.35.1.171","130.126.143.48","TLSv1","Application Data, Application Data"
"22397","68.821213","66.35.1.171","130.126.143.48","TLSv1","Application Data, Application Data, Application Data, "
"22398","68.821229","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=13479 Ack=42729 Win=598 Len=0 TSV=2246083 TSER=329620846"
"22399","68.881671","66.35.1.171","130.126.143.48","TLSv1","Application Data"
"22401","68.923878","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=13479 Ack=42965 Win=598 Len=0 TSV=2246109 TSER=329620867"
"22417","69.494556","66.35.1.171","130.126.143.48","TLSv1","Application Data, Application Data"
"22418","69.494597","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=13479 Ack=43551 Win=598 Len=0 TSV=2246251 TSER=329621020"
"22419","69.558184","66.35.1.171","130.126.143.48","TLSv1","Application Data, Application Data"
"22420","69.558207","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=13479 Ack=44649 Win=598 Len=0 TSV=2246267 TSER=329621036"
"22421","69.610361","66.35.1.171","130.126.143.48","TLSv1","Application Data, Application Data, Application Data, "
"22422","69.610375","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=13479 Ack=46097 Win=598 Len=0 TSV=2246280 TSER=329621049"
"22423","69.618344","66.35.1.171","130.126.143.48","TLSv1","Application Data"
"22424","69.618356","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=13479 Ack=46333 Win=598 Len=0 TSV=2246282 TSER=329621051"
"22426","69.647097","66.35.1.171","130.126.143.48","TLSv1","Application Data, Application Data, Application Data, "
"22427","69.647109","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=13479 Ack=47781 Win=598 Len=0 TSV=2246289 TSER=329621058"
"22429","69.678547","66.35.1.171","130.126.143.48","TLSv1","Application Data"
"22430","69.678559","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=13479 Ack=48017 Win=598 Len=0 TSV=2246297 TSER=329621066"
"22431","69.679320","130.126.143.48","66.35.1.171","TLSv1","Application Data, Application Data"
"22435","69.739495","66.35.1.171","130.126.143.48","TCP","https > 46360 [ACK] Seq=48017 Ack=14065 Win=501 Len=0 TSV=329621082 TSER=2246297"
"22436","69.739529","130.126.143.48","66.35.1.171","TLSv1","Application Data, Application Data"
"22437","69.799770","66.35.1.171","130.126.143.48","TCP","https > 46360 [ACK] Seq=48017 Ack=14651 Win=501 Len=0 TSV=329621097 TSER=2246312"
"22449","70.523756","66.35.1.171","130.126.143.48","TLSv1","Application Data, Application Data"
"22451","70.575878","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=14651 Ack=48603 Win=598 Len=0 TSV=2246522 TSER=329621278"
"22530","74.695501","66.35.1.171","130.126.143.48","TLSv1","Application Data, Application Data"
"22531","74.695535","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=14651 Ack=49189 Win=598 Len=0 TSV=2247551 TSER=329622320"
"22532","74.695817","130.126.143.48","66.35.1.171","TLSv1","Application Data, Application Data"
"22533","74.757052","66.35.1.171","130.126.143.48","TLSv1","Application Data, Application Data"
"22534","74.757077","66.35.1.171","130.126.143.48","TCP","https > 46360 [ACK] Seq=50287 Ack=15237 Win=501 Len=0 TSV=329622336 TSER=2247551"
"22535","74.795925","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=15237 Ack=50287 Win=598 Len=0 TSV=2247577 TSER=329622336"
"22542","75.278761","65422.241","0.255","NBP","Op: lookup  Count: 1"
"22565","76.278881","65422.241","0.255","NBP","Op: lookup  Count: 1"
